LATITUDE,LONGITUDE,MUNICIPIO
-20.24,-46.36,SAO ROQUE DE MINAS
-22.15,-45.75,SAO SEBASTIAO DA BELA VISTA
-21.07,-42.63,SAO SEBASTIAO DA VARGEM ALEGRE
-19.49,-41.98,SAO SEBASTIAO DO ANTA
-18.08,-42.57,SAO SEBASTIAO DO MARANHAO
-20.27,-45,SAO SEBASTIAO DO OESTE
-20.91,-46.99,SAO SEBASTIAO DO PARAISO
-19.29,-43.17,SAO SEBASTIAO DO RIO PRETO
-22.21,-44.97,SAO SEBASTIAO DO RIO VERDE
-21.72,-44.98,SAO THOME DAS LETRAS
-20.91,-44.5,SAO TIAGO
-20.78,-47.09,SAO TOMAS DE AQUINO
-21.71,-44.44,SAO VICENTE DE MINAS
-22.74,-45.74,SAPUCAI-MIRIM
-18.78,-42.36,SARDOA
-20.03,-44.14,SARZEDO
-20.1,-42.83,SEM-PEIXE
-22.58,-46.17,SENADOR AMARAL
-21.8,-42.94,SENADOR CORTES
-20.91,-43.09,SENADOR FIRMINO
-22.16,-46.17,SENADOR JOSE BENTO
-17.94,-43.22,SENADOR MODESTINO GONCALVES
-20.79,-43.34,SENHORA DE OLIVEIRA
-18.89,-43.08,SENHORA DO PORTO
-21.02,-43.58,SENHORA DOS REMEDIOS
-20.47,-42.48,SERICITA
-21.9,-44.51,SERITINGA
-18.36,-43.17,SERRA AZUL DE MINAS
-19.43,-45.79,SERRA DA SAUDADE
-19.11,-46.69,SERRA DO SALITRE
-17.78,-40.24,SERRA DOS AIMORES
-21.54,-46.04,SERRANIA
-15.82,-42.87,SERRANOPOLIS DE MINAS
-21.89,-44.51,SERRANOS
-18.6,-43.37,SERRO
-19.46,-44.24,SETE LAGOAS
-17.72,-42.27,SETUBINHA
-21.15,-43.21,SILVEIRANIA
-22.02,-45.83,SILVIANOPOLIS
-21.96,-43.31,SIMAO PEREIRA
-20.12,-42,SIMONESIA
-19.23,-42.09,SOBRALIA
-22.06,-45.04,SOLEDADE DE MINAS
-21.35,-43.24,TABULEIRO
-15.8,-42.23,TAIOBEIRAS
-19.75,-41.61,TAPARUBA
-19.92,-46.82,TAPIRA
-19.88,-46.02,TAPIRAI
-19.67,-43.68,TAQUARACU DE MINAS
-19.28,-42,TARUMIRIM
-20.65,-42.85,TEIXEIRAS
-17.85,-41.5,TEOFILO OTONI
-19.58,-42.64,TIMOTEO
-21.11,-44.17,TIRADENTES
-19,-45.96,TIROS
-21.17,-43.01,TOCANTINS
-22.37,-46.09,TOCOS DO MOJI
-22.74,-46.37,TOLEDO
-20.9,-42.02,TOMBOS
-21.69,-45.25,TRES CORACOES
-18.2,-45.24,TRES MARIAS
-21.36,-45.51,TRES PONTAS
-18.97,-41.64,TUMIRITINGA
-18.59,-48.7,TUPACIGUARA
-17.28,-42.73,TURMALINA
-21.87,-45.78,TURVOLANDIA
-21.12,-42.94,UBA
-16.28,-44.77,UBAI
-19.63,-42.1,UBAPORANGA
-19.74,-47.93,UBERABA
-18.91,-48.27,UBERLANDIA
-17.25,-40.57,UMBURATIBA
-16.35,-46.9,UNAI
-19.53,-50.33,UNIAO DE MINAS
-16.06,-46.25,URUANA DE MINAS
-20.35,-42.73,URUCANIA
-16.13,-45.74,URUCUIA
-19.6,-42.29,VARGEM ALEGRE
-20.32,-46.36,VARGEM BONITA
-15.4,-42.3,VARGEM GRANDE DO RIO PARDO
-21.55,-45.43,VARGINHA
-18.37,-46.03,VARJAO DE MINAS
-17.59,-44.73,VARZEA DA PALMA
-15.7,-44.02,VARZELANDIA
-17.98,-46.9,VAZANTE
-15.58,-43.6,VERDELANDIA
-17.39,-42.73,VEREDINHA
-19.66,-48.3,VERISSIMO
-20.03,-42.26,VERMELHO NOVO
-19.69,-43.92,VESPASIANO
-20.75,-42.88,VICOSA
-20.86,-42.24,VIEIRAS
-16.8,-42.34,VIRGEM DA LAPA
-22.33,-45.09,VIRGINIA
-18.82,-42.7,VIRGINOPOLIS
-18.47,-42.3,VIRGOLANDIA
-21.01,-42.84,VISCONDE DO RIO BRANCO
-21.77,-42.53,VOLTA GRANDE
-22.53,-45.36,WENCESLAU BRAZ
-20.44,-52.87,AGUA CLARA
-18.32,-53.7,ALCINOPOLIS
-23.1,-55.22,AMAMBAI
-20.48,-55.8,ANASTACIO
-22.18,-52.71,ANAURILANDIA
-22.15,-53.77,ANGELICA
-22.19,-55.94,ANTONIO JOAO
-20.08,-51.09,APARECIDA DO TABOADO
-20.47,-55.78,AQUIDAUANA
-22.93,-55.63,ARAL MOREIRA
-19.91,-54.36,BANDEIRANTES
-21.71,-52.42,BATAGUASSU
-22.29,-53.27,BATAIPORA
-22.1,-56.52,BELA VISTA
-20.53,-56.71,BODOQUENA
-21.12,-56.48,BONITO
-21.25,-52.03,BRASILANDIA
-22.63,-54.82,CAARAPO
-19.53,-54.04,CAMAPUA
-20.44,-54.64,CAMPO GRANDE
-22.01,-57.02,CARACOL
-19.11,-51.73,CASSILANDIA
-18.79,-52.62,CHAPADAO DO SUL
-19.83,-54.82,CORGUINHO
-23.27,-55.52,CORONEL SAPUCAIA
-19,-57.65,CORUMBA
-18.54,-53.12,COSTA RICA
-18.5,-54.76,COXIM
-22.27,-54.16,DEODAPOLIS
-20.68,-55.29,DOIS IRMAOS DO BURITI
-22.04,-54.61,DOURADINA
-22.22,-54.8,DOURADOS
-23.78,-54.28,ELDORADO
-22.37,-54.51,FATIMA DO SUL
-22.41,-54.23,GLORIA DE DOURADOS
-21.45,-56.11,GUIA LOPES DA LAGUNA
-23.68,-54.56,IGUATEMI
-19.72,-51.93,INOCENCIA
-22.07,-54.78,ITAPORA
-23.47,-54.18,ITAQUIRAI
-22.3,-53.81,IVINHEMA
-23.89,-54.4,JAPORA
-20.14,-54.39,JARAGUARI
-21.48,-56.13,JARDIM
-22.48,-54.3,JATEI
-22.86,-54.6,JUTI
-19,-57.6,LADARIO
-22.54,-55.15,LAGUNA CARAPA
-21.61,-55.16,MARACAJU
-20.24,-56.37,MIRANDA
-23.93,-54.27,MUNDO NOVO
-23.06,-54.19,NAVIRAI
-21.13,-55.83,NIOAQUE
-21.46,-54.38,NOVA ALVORADA DO SUL
-22.23,-53.34,NOVA ANDRADINA
-22.66,-53.86,NOVO HORIZONTE DO SUL
-19.67,-51.19,PARANAIBA
-23.89,-55.43,PARANHOS
-18.1,-54.55,PEDRO GOMES
-22.53,-55.72,PONTA PORA
-21.69,-57.88,PORTO MURTINHO
-20.44,-53.75,RIBAS DO RIO PARDO
-21.8,-54.54,RIO BRILHANTE
-19.44,-54.98,RIO NEGRO
-18.91,-54.84,RIO VERDE DE MATO GROSSO
-19.95,-54.89,ROCHEDO
-21.3,-52.83,SANTA RITA DO PARDO
-19.39,-54.56,SAO GABRIEL DO OESTE
-20.36,-51.41,SELVIRIA
-23.97,-55.03,SETE QUEDAS
-20.93,-54.96,SIDROLANDIA
-17.57,-54.75,SONORA
-23.63,-55.01,TACURU
-22.48,-53.35,TAQUARUSSU
-20.44,-54.86,TERENOS
-20.75,-51.67,TRES LAGOAS
-22.4,-54.43,VICENTINA
-15.2,-56.36,ACORIZAL
-14.05,-52.15,AGUA BOA
-9.87,-56.08,ALTA FLORESTA
-17.31,-53.21,ALTO ARAGUAIA
-11.67,-51.38,ALTO BOA VISTA
-16.94,-53.52,ALTO GARCAS
-14.51,-56.48,ALTO PARAGUAI
-17.82,-53.28,ALTO TAQUARI
-9.54,-57.44,APIACAS
-15.73,-51.83,ARAGUAIANA
-16.85,-53.03,ARAGUAINHA
-15.47,-58.35,ARAPUTANGA
-14.45,-56.84,ARENAPOLIS
-10.16,-59.45,ARIPUANA
-16.27,-55.95,BARAO DE MELGACO
-15.07,-57.18,BARRA DO BUGRES
-15.89,-52.25,BARRA DO GARCAS
-12.15,-57.97,BRASNORTE
-16.07,-57.67,CACERES
-14.51,-52.89,CAMPINAPOLIS
-13.67,-57.89,CAMPO NOVO DO PARECIS
-15.54,-55.16,CAMPO VERDE
-13.89,-59.14,CAMPOS DE JULIO
-11.05,-51.83,CANABRAVA DO NORTE
-13.55,-52.16,CANARANA
-9.95,-55.83,CARLINDA
-11.13,-58.6,CASTANHEIRA
-15.46,-55.75,CHAPADA DOS GUIMARAES
-11.51,-54.89,CLAUDIA
-14.39,-50.99,COCALINHO
-10.81,-55.45,COLIDER
-13.66,-59.78,COMODORO
-10.64,-51.56,CONFRESA
-9.85,-58.41,COTRIGUACU
-15.59,-56.09,CUIABA
-14.74,-57.05,DENISE
-14.4,-56.44,DIAMANTINO
-15.81,-54.91,DOM AQUINO
-12.38,-54.92,FELIZ NATAL
-15.44,-58.74,FIGUEIROPOLIS D'OESTE
-13.24,-53.08,GAUCHA DO NORTE
-15.71,-52.75,GENERAL CARNEIRO
-15.76,-58.35,GLORIA D'OESTE
-9.78,-54.91,GUARANTA DO NORTE
-16.34,-53.75,GUIRATINGA
-15.49,-58.57,INDIAVAI
-11.06,-55.27,ITAUBA
-17.2,-54.15,ITIQUIRA
-15.96,-54.96,JACIARA
-15.23,-56.48,JANGADA
-15.34,-58.86,JAURU
-11.25,-57.52,JUARA
-11.37,-58.74,JUINA
-10.31,-58.35,JURUENA
-16.05,-54.88,JUSCIMEIRA
-15.32,-58,LAMBARI D'OESTE
-13.05,-55.91,LUCAS DO RIO VERDE
-11.22,-50.66,LUCIARA
-11.13,-54.59,MARCELANDIA
-10.05,-54.93,MATUPA
-15.67,-58.09,MIRASSOL D'OESTE
-14.72,-56.32,NOBRES
-14.45,-56.8,NORTELANDIA
-15.77,-56.34,NOSSA SENHORA DO LIVRAMENTO
-9.81,-57.86,NOVA BANDEIRANTES
-14.95,-54.96,NOVA BRASILANDIA
-10.55,-55.95,NOVA CANAA DO NORTE
-10.31,-55.41,NOVA GUARITA
-14.47,-59.6,NOVA LACERDA
-14.36,-56.96,NOVA MARILANDIA
-13.02,-57.07,NOVA MARINGA
-9.98,-57.53,NOVA MONTE VERDE
-13.83,-56.08,NOVA MUTUM
-14.79,-57.28,NOVA OLIMPIA
-12.99,-55.25,NOVA UBIRATA
-14.67,-52.35,NOVA XAVANTINA
-11.41,-57.35,NOVO HORIZONTE DO NORTE
-9.95,-55.19,NOVO MUNDO
-14.9,-53.01,NOVO SAO JOAQUIM
-9.66,-56.47,PARANAITA
-14.43,-54.05,PARANATINGA
-16.62,-54.47,PEDRA PRETA
-10.22,-54.98,PEIXOTO DE AZEVEDO
-14.65,-54.77,PLANALTO DA SERRA
-16.25,-56.62,POCONE
-15.93,-52.31,PONTAL DO ARAGUAIA
-16.76,-52.83,PONTE BRANCA
-15.22,-59.33,PONTES E LACERDA
-10.87,-51.63,PORTO ALEGRE DO NORTE
-11.53,-57.41,PORTO DOS GAUCHOS
-15.85,-58.46,PORTO ESPERIDIAO
-15.32,-57.22,PORTO ESTRELA
-15.83,-54.38,POXOREO
-15.52,-54.34,PRIMAVERA DO LESTE
-12.47,-52.37,QUERENCIA
-15.08,-58.46,RESERVA DO CABACAL
-12.94,-51.82,RIBEIRAO CASCALHEIRA
-16.48,-52.69,RIBEIRAOZINHO
-15.24,-58.11,RIO BRANCO
-16.47,-54.63,RONDONOPOLIS
-14.83,-56.42,ROSARIO OESTE
-15.13,-58.12,SALTO DO CEU
-11.91,-55.22,SANTA CARMEM
-10.47,-50.5,SANTA TEREZINHA
-14.49,-57,SANTO AFONSO
-15.86,-56.07,SANTO ANTONIO DO LEVERGER
-11.61,-50.66,SAO FELIX DO ARAGUAIA
-16.46,-54.25,SAO JOSE DO POVO
-13.44,-56.72,SAO JOSE DO RIO CLARO
-10.8,-52.74,SAO JOSE DO XINGU
-15.62,-58.17,SAO JOSE DOS QUATRO MARCOS
-16,-54.92,SAO PEDRO DA CIPA
-12.98,-58.76,SAPEZAL
-11.86,-55.5,SINOP
-12.54,-55.71,SORRISO
-10.8,-56.62,TABAPORA
-14.61,-57.48,TANGARA DA SERRA
-12.77,-56.55,TAPURAH
-10.51,-55.23,TERRA NOVA DO NORTE
-16.07,-53.55,TESOURO
-16.19,-52.55,TORIXOREU
-11.53,-54.35,UNIAO DO SUL
-15.64,-56.13,VARZEA GRANDE
-12.3,-55.31,VERA
-15,-59.95,VILA BELA DA SANTISSIMA TRINDADE
-10.01,-51.11,VILA RICA
-1.71,-48.88,ABAETETUBA
-4.95,-48.39,ABEL FIGUEIREDO
-1.96,-48.19,ACARA
-0.15,-50.38,AFUA
-6.79,-50.46,AGUA AZUL DO NORTE
-1.94,-54.73,ALENQUER
-1.52,-52.58,ALMEIRIM
-3.2,-52.2,ALTAMIRA
-0.98,-49.94,ANAJAS
-1.36,-48.37,ANANINDEUA
-3.47,-51.19,ANAPU
-1.02,-46.64,AUGUSTO CORREA
-2.13,-47.56,AURORA DO PARA
-3.6,-55.33,AVEIRO
-1.9,-50.16,BAGRE
-2.79,-49.67,BAIAO
-7.34,-50.39,BANNACH
-1.5,-48.62,BARCARENA
-1.45,-48.5,BELEM
-2.63,-54.93,BELTERRA
-1.36,-48.24,BENEVIDES
-5.05,-48.6,BOM JESUS DO TOCANTINS
-1.36,-47.3,BONITO
-1.06,-46.77,BRAGANCA
-3.26,-52.66,BRASIL NOVO
-5.69,-48.41,BREJO GRANDE DO ARAGUAIA
-4,-49.46,BREU BRANCO
-1.68,-50.48,BREVES
-1.51,-48.04,BUJARU
-1.01,-48.96,CACHOEIRA DO ARARI
-1.67,-46.52,CACHOEIRA DO PIRIA
-2.24,-49.49,CAMETA
-6.49,-49.87,CANAA DOS CARAJAS
-1.19,-47.18,CAPANEMA
-1.74,-47.06,CAPITAO POCO
-1.29,-47.92,CASTANHAL
-0.16,-49.98,CHAVES
-0.93,-48.28,COLARES
-8.25,-49.26,CONCEICAO DO ARAGUAIA
-1.99,-47.94,CONCORDIA DO PARA
-7.82,-50.77,CUMARU DO NORTE
-6.09,-49.54,CURIONOPOLIS
-1.81,-49.79,CURRALINHO
-1.88,-55.11,CURUA
-0.73,-47.85,CURUCA
-4.28,-47.5,DOM ELISEU
-6.1,-49.35,ELDORADO DOS CARAJAS
-2.17,-56.74,FARO
-7.55,-49.71,FLORESTA DO ARAGUAIA
-1.93,-47.05,GARRAFAO DO NORTE
-3.84,-49.09,GOIANESIA DO PARA
-1.4,-51.64,GURUPA
-1.12,-47.61,IGARAPE-ACU
-1.97,-48.96,IGARAPE-MIRI
-1.43,-47.91,INHANGAPI
-2.55,-47.49,IPIXUNA DO PARA
-1.76,-47.43,IRITUIA
-4.27,-55.98,ITAITUBA
-5.13,-49.32,ITUPIRANGA
-6.22,-57.75,JACAREACANGA
-4.45,-49.11,JACUNDA
-2.15,-56.09,JURUTI
-1.89,-49.38,LIMOEIRO DO AJURU
-2.06,-47.55,MAE DO RIO
-0.79,-47.59,MAGALHAES BARATA
-5.36,-49.11,MARABA
-0.76,-47.45,MARACANA
-0.71,-47.69,MARAPANIM
-1.35,-48.34,MARITUBA
-3.44,-52.88,MEDICILANDIA
-1.8,-50.71,MELGACO
-2.58,-49.5,MOCAJUBA
-1.88,-48.76,MOJU
-2,-54.06,MONTE ALEGRE
-1.52,-49.21,MUANA
-2.26,-46.96,NOVA ESPERANCA DO PIRIA
-4.92,-49.07,NOVA IPIXUNA
-1.2,-47.38,NOVA TIMBOTEUA
-7.14,-55.38,NOVO PROGRESSO
-4.33,-49.79,NOVO REPARTIMENTO
-1.91,-55.51,OBIDOS
-2,-49.85,OEIRAS DO PARA
-1.76,-55.86,ORIXIMINA
-1.54,-47.11,OUREM
-6.75,-51.08,OURILANDIA DO NORTE
-3.83,-50.63,PACAJA
-5.74,-48.31,PALESTINA DO PARA
-2.99,-47.35,PARAGOMINAS
-6.06,-49.9,PARAUAPEBAS
-7.83,-50.04,PAU D'ARCO
-1.19,-47.31,PEIXE-BOI
-6.43,-48.87,PICARRA
-3.86,-54.22,PLACAS
-1.39,-48.87,PONTA DE PEDRAS
-1.93,-50.82,PORTEL
-1.74,-52.23,PORTO DE MOZ
-1.8,-53.48,PRAINHA
-0.94,-47.11,PRIMAVERA
-0.9,-47,QUATIPURU
-8.02,-50.03,REDENCAO
-7.31,-50.04,RIO MARIA
-4.77,-48.06,RONDON DO PARA
-4.09,-54.91,RUROPOLIS
-0.62,-47.35,SALINOPOLIS
-0.75,-48.51,SALVATERRA
-1.22,-48.29,SANTA BARBARA DO PARA
-0.66,-49.17,SANTA CRUZ DO ARARI
-1.29,-48.16,SANTA ISABEL DO PARA
-1.51,-46.94,SANTA LUZIA DO PARA
-8.85,-49.72,SANTA MARIA DAS BARREIRAS
-1.35,-47.57,SANTA MARIA DO PARA
-9.5,-50.62,SANTANA DO ARAGUAIA
-2.44,-54.7,SANTAREM
-0.92,-47.39,SANTAREM NOVO
-1.15,-48.12,SANTO ANTONIO DO TAUA
-0.75,-48.02,SAO CAETANO DE ODIVELAS
-5.53,-48.73,SAO DOMINGOS DO ARAGUAIA
-1.67,-47.77,SAO DOMINGOS DO CAPIM
-6.64,-51.99,SAO FELIX DO XINGU
-1.16,-47.79,SAO FRANCISCO DO PARA
-6.4,-48.55,SAO GERALDO DO ARAGUAIA
-0.85,-47.92,SAO JOAO DA PONTA
-0.76,-47.17,SAO JOAO DE PIRABAS
-5.35,-48.79,SAO JOAO DO ARAGUAIA
-1.62,-47.48,SAO MIGUEL DO GUAMA
-1.71,-49.54,SAO SEBASTIAO DA BOA VISTA
-6.94,-49.68,SAPUCAIA
-2.59,-51.95,SENADOR JOSE PORFIRIO
-0.71,-48.52,SOURE
-2.94,-48.95,TAILANDIA
-1.03,-47.9,TERRA ALTA
-2.1,-56.48,TERRA SANTA
-2.41,-48.15,TOME-ACU
-1.07,-46.89,TRACUATEUA
-4.57,-55.94,TRAIRAO
-6.74,-51.16,TUCUMA
-3.76,-49.67,TUCURUI
-3.75,-47.5,ULIANOPOLIS
-3.71,-53.73,URUARA
-0.85,-48.14,VIGIA
-1.19,-46.14,VISEU
-2.88,-52.01,VITORIA DO XINGU
-7.09,-49.94,XINGUARA
-7.51,-37.64,AGUA BRANCA
-7.09,-38.17,AGUIAR
-7.08,-35.63,ALAGOA GRANDE
-7.07,-35.75,ALAGOA NOVA
-6.95,-35.54,ALAGOINHA
-7.74,-36.05,ALCANTIL
-6.81,-35.92,ALGODAO DE JANDAIRA
-7.43,-34.91,ALHANDRA
-7.56,-37.06,AMPARO
-6.78,-38.08,APARECIDA
-6.85,-35.38,ARACAGI
-6.82,-35.75,ARARA
-6.55,-35.74,ARARUNA
-6.96,-35.69,AREIA
-7.12,-36.94,AREIA DE BARAUNAS
-7.02,-35.9,AREIAL
-7.54,-35.7,AROEIRAS
-7.07,-36.73,ASSUNCAO
-6.68,-34.93,BAIA DA TRAICAO
-6.75,-35.63,BANANEIRAS
-6.64,-36.25,BARAUNA
-6.72,-36.06,BARRA DE SANTA ROSA
-7.52,-36,BARRA DE SANTANA
-7.75,-36.31,BARRA DE SAO MIGUEL
-7.12,-34.93,BAYEUX
-6.74,-35.51,BELEM
-6.18,-37.53,BELEM DO BREJO DO CRUZ
-6.45,-38.55,BERNARDINO BATISTA
-7.41,-38.21,BOA VENTURA
-7.25,-36.24,BOA VISTA
-6.81,-38.65,BOM JESUS
-6.44,-37.92,BOM SUCESSO
-7.31,-38.51,BONITO DE SANTA FE
-7.48,-36.13,BOQUEIRAO
-6.8,-35.62,BORBOREMA
-6.34,-37.49,BREJO DO CRUZ
-6.37,-37.82,BREJO DOS SANTOS
-7.51,-34.9,CAAPORA
-7.48,-36.28,CABACEIRAS
-6.98,-34.83,CABEDELO
-6.92,-38.67,CACHOEIRA DOS INDIOS
-7.12,-37.15,CACIMBA DE AREIA
-6.64,-35.79,CACIMBA DE DENTRO
-7.21,-37.05,CACIMBAS
-6.55,-35.41,CAICARA
-6.89,-38.56,CAJAZEIRAS
-6.96,-37.8,CAJAZEIRINHAS
-7.1,-35.32,CALDAS BRANDAO
-7.88,-36.82,CAMALAU
-7.23,-35.88,CAMPINA GRANDE
-6.91,-35.17,CAPIM
-7.72,-36.49,CARAUBAS
-7.03,-38.34,CARRAPATEIRA
-6.75,-35.71,CASSERENGUE
-7.12,-37.6,CATINGUEIRA
-6.34,-37.74,CATOLE DO ROCHA
-7.42,-36.02,CATURITE
-7.56,-38.5,CONCEICAO
-6.91,-37.6,CONDADO
-7.26,-34.9,CONDE
-7.79,-36.66,CONGO
-7.01,-37.94,COREMAS
-7.62,-36.6,COXIXOLA
-7.14,-35.08,CRUZ DO ESPIRITO SANTO
-6.86,-36.37,CUBATI
-6.48,-36.15,CUITE
-6.91,-35.25,CUITE DE MAMANGUAPE
-6.89,-35.52,CUITEGI
-6.71,-35.26,CURRAL DE CIMA
-7.58,-38.19,CURRAL VELHO
-6.55,-35.89,DAMIAO
-7.29,-37.09,DESTERRO
-7.42,-38.26,DIAMANTE
-6.61,-35.63,DONA INES
-6.68,-35.41,DUAS ESTRADAS
-7.1,-37.71,EMAS
-7.02,-35.86,ESPERANCA
-7.35,-35.77,FAGUNDES
-6.4,-36.45,FREI MARTINHO
-7.58,-35.79,GADO BRAVO
-6.85,-35.49,GUARABIRA
-7.12,-35.42,GURINHEM
-7.24,-36.48,GURJAO
-7.5,-38.4,IBIARA
-7.18,-38.14,IGARACY
-7.39,-37.5,IMACULADA
-7.26,-35.61,INGA
-7.32,-35.33,ITABAIANA
-7.3,-38.15,ITAPORANGA
-6.83,-35.24,ITAPOROROCA
-7.37,-35.62,ITATUBA
-6.61,-35.29,JACARAU
-6.55,-37.8,JERICO
-7.11,-34.86,JOAO PESSOA
-7.17,-35.58,JUAREZ TAVORA
-7.06,-36.57,JUAZEIRINHO
-6.99,-36.71,JUNCO DO SERIDO
-7.37,-35.23,JURIPIRANGA
-7.53,-37.81,JURU
-6.57,-37.91,LAGOA
-6.67,-35.37,LAGOA DE DENTRO
-7.17,-35.85,LAGOA SECA
-6.51,-38.18,LASTRO
-7.37,-36.94,LIVRAMENTO
-6.61,-35.44,LOGRADOURO
-6.9,-34.86,LUCENA
-7.25,-37.42,MAE D'AGUA
-6.9,-37.52,MALTA
-6.83,-35.12,MAMANGUAPE
-7.7,-38.15,MANAIRA
-6.77,-35.01,MARCACAO
-7.06,-35.31,MARI
-6.84,-38.34,MARIZOPOLIS
-7.2,-35.78,MASSARANDUBA
-6.6,-35.05,MATARACA
-7.12,-35.76,MATINHAS
-6.53,-37.72,MATO GROSSO
-7.26,-37.35,MATUREIA
-7.29,-35.47,MOGEIRO
-7.11,-35.91,MONTADAS
-7.21,-38.58,MONTE HOREBE
-7.88,-37.12,MONTEIRO
-7.02,-35.46,MULUNGU
-7.64,-35.55,NATUBA
-6.91,-38.32,NAZAREZINHO
-6.45,-36.2,NOVA FLORESTA
-7.48,-38.04,NOVA OLINDA
-6.67,-36.42,NOVA PALMEIRA
-7.22,-37.75,OLHO D'AGUA
-6.99,-36.24,OLIVEDOS
-7.62,-37.15,OURO VELHO
-7.32,-36.65,PARARI
-7.13,-37.04,PASSAGEM
-7.02,-37.28,PATOS
-6.59,-37.62,PAULISTA
-7.42,-38.06,PEDRA BRANCA
-6.75,-36.48,PEDRA LAVRADA
-7.4,-35.11,PEDRAS DE FOGO
-6.63,-35.29,PEDRO REGIS
-7.19,-37.92,PIANCO
-6.55,-36.34,PICUI
-7.26,-35.26,PILAR
-6.9,-35.62,PILOES
-6.85,-35.52,PILOEZINHOS
-6.78,-35.49,PIRPIRITUBA
-7.47,-34.8,PITIMBU
-7.07,-36.06,POCINHOS
-6.4,-38.49,POCO DANTAS
-6.57,-38.51,POCO DE JOSE DE MOURA
-6.77,-37.8,POMBAL
-7.69,-37.08,PRATA
-7.73,-37.99,PRINCESA ISABEL
-7.16,-35.96,PUXINANA
-7.35,-35.89,QUEIMADAS
-7.03,-37.14,QUIXABA
-6.9,-35.83,REMIGIO
-6.55,-35.64,RIACHAO
-7.24,-35.66,RIACHAO DO BACAMARTE
-7.14,-35.25,RIACHAO DO POCO
-7.69,-36.15,RIACHO DE SANTO ANTONIO
-6.37,-37.65,RIACHO DOS CAVALOS
-6.8,-35.08,RIO TINTO
-7.1,-36.84,SALGADINHO
-7.35,-35.44,SALGADO DE SAO FELIX
-7.73,-35.87,SANTA CECILIA DE UMBUZEIRO
-6.53,-38.06,SANTA CRUZ
-6.72,-38.63,SANTA HELENA
-7.62,-38.55,SANTA INES
-6.87,-36.91,SANTA LUZIA
-7.11,-34.97,SANTA RITA
-7.11,-37.45,SANTA TERESINHA
-7.55,-38.33,SANTANA DE MANGUEIRA
-7.38,-37.98,SANTANA DOS GARROTES
-6.49,-38.47,SANTAREM
-7.21,-36.63,SANTO ANDRE
-6.48,-37.45,SAO BENTO
-6.9,-37.72,SAO BENTO DE POMBAL
-6.81,-37.94,SAO DOMINGOS DE POMBAL
-7.63,-36.43,SAO DOMINGOS DO CARIRI
-6.61,-38.09,SAO FRANCISCO
-7.39,-36.53,SAO JOAO DO CARIRI
-6.72,-38.44,SAO JOAO DO RIO DO PEIXE
-8.07,-36.84,SAO JOAO DO TIGRE
-6.94,-38.16,SAO JOSE DA LAGOA TAPADA
-7.24,-38.3,SAO JOSE DE CAIANA
-6.84,-37.32,SAO JOSE DE ESPINHARAS
-7.12,-38.5,SAO JOSE DE PIRANHAS
-7.73,-38.09,SAO JOSE DE PRINCESA
-7.16,-37.3,SAO JOSE DO BONFIM
-6.21,-37.35,SAO JOSE DO BREJO DO CRUZ
-6.77,-36.79,SAO JOSE DO SABUGI
-7.39,-36.8,SAO JOSE DOS CORDEIROS
-7.25,-35.38,SAO JOSE DOS RAMOS
-6.92,-37.09,SAO MAMEDE
-7.25,-35.21,SAO MIGUEL DE TAIPU
-7.08,-35.83,SAO SEBASTIAO DE LAGOA DE ROCA
-8.15,-37.01,SAO SEBASTIAO DO UMBUZEIRO
-7.09,-35.23,SAPE
-6.93,-36.4,SERIDO
-7.48,-36.66,SERRA BRANCA
-6.68,-35.44,SERRA DA RAIZ
-7.21,-38.37,SERRA GRANDE
-7.17,-35.67,SERRA REDONDA
-6.85,-35.62,SERRARIA
-6.75,-35.44,SERTAOZINHO
-7.14,-35.23,SOBRADO
-6.77,-35.69,SOLANEA
-7.05,-36.36,SOLEDADE
-6.76,-36.25,SOSSEGO
-6.76,-38.23,SOUSA
-7.67,-36.88,SUME
-6.48,-35.63,TACIMA
-7.2,-36.82,TAPEROA
-7.63,-37.87,TAVARES
-7.22,-37.25,TEIXEIRA
-6.94,-36.62,TENORIO
-6.57,-38.59,TRIUNFO
-6.51,-38.41,UIRAUNA
-7.69,-35.66,UMBUZEIRO
-6.77,-36.99,VARZEA
-6.5,-38.25,VIEIROPOLIS
-6.73,-37.56,VISTA SERRANA
-8.07,-37.09,ZABELE
-7.91,-34.9,ABREU E LIMA
-7.75,-37.63,AFOGADOS DA INGAZEIRA
-8.51,-41,AFRANIO
-8.45,-35.94,AGRESTINA
-8.7,-35.53,AGUA PRETA
-9.11,-37.12,AGUAS BELAS
-8.46,-36.77,ALAGOINHA
-7.6,-35.23,ALIANCA
-8.49,-36.05,ALTINHO
-8.38,-35.45,AMARAJI
-8.89,-36.28,ANGELIM
-7.79,-35.09,ARACOIABA
-7.57,-40.49,ARARIPINA
-8.41,-37.05,ARCOVERDE
-8.42,-35.65,BARRA DE GUABIRABA
-8.81,-35.18,BARREIROS
-8.61,-35.8,BELEM DE MARIA
-8.75,-38.96,BELEM DE SAO FRANCISCO
-8.33,-36.42,BELO JARDIM
-8.27,-38.03,BETANIA
-8.23,-35.79,BEZERROS
-7.77,-39.94,BODOCO
-9.17,-36.68,BOM CONSELHO
-7.79,-35.58,BOM JARDIM
-8.47,-35.72,BONITO
-9.03,-36.56,BREJAO
-7.34,-37.28,BREJINHO
-8.14,-36.37,BREJO DA MADRE DE DEUS
